zip,city,state_id,county,latitude,longitude
00544,Holtsville,33,Suffolk County,40.81,-73.04
00601,Adjuntas,52,Adjuntas,18.16,-66.72
00602,Aguada,52,,18.38,-67.18
00603,Aguadilla,52,Aguadilla,18.43,-67.15
00604,Aguadilla,52,,18.43,-67.15
00605,Aguadilla,52,,18.43,-67.15
00606,Maricao,52,Maricao,18.18,-66.98
00610,Anasco,52,,18.28,-67.14
00611,Angeles,52,,18.28,-66.79
00612,Arecibo,52,Arecibo,18.45,-66.73
00613,Arecibo,52,,18.45,-66.73
00614,Arecibo,52,,18.45,-66.73
00616,Bajadero,52,Arecibo,18.4,-66.66
00617,Barceloneta,52,Barceloneta,18.45,-66.53
00622,Boqueron,52,,17.99,-67.15
00623,Cabo Rojo,52,,18.08,-67.14
00624,Penuelas,52,,18.06,-66.72
00627,Camuy,52,,18.48,-66.84
00631,Castaner,52,,18.19,-66.82
00636,Rosario,52,,18.15,-67.06
00637,Sabana Grande,52,,18.08,-66.96
00638,Ciales,52,,18.33,-66.47
00641,Utuado,52,,18.27,-66.7
00646,Dorado,52,,18.47,-66.27
00647,Ensenada,52,,17.96,-66.94
00650,Florida,52,,18.36,-66.56
00652,Garrochales,52,Arecibo,18.45,-66.6
00653,Guanica,52,,17.97,-66.93
00656,Guayanilla,52,,18.02,-66.79
00659,Hatillo,52,,18.48,-66.82
00660,Hormigueros,52,,18.14,-67.12
00662,Isabela,52,,18.5,-67.02
00664,Jayuya,52,,18.22,-66.59
00667,Lajas,52,,18.04,-67.06
00669,Lares,52,,18.29,-66.88
00670,Las Marias,52,,18.27,-67.06
00674,Manati,52,,18.43,-66.48
00676,Moca,52,,18.39,-67.11
00677,Rincon,52,,18.34,-67.25
00678,Quebradillas,52,,18.47,-66.93
00680,Mayaguez,52,,18.2,-67.14
00681,Mayaguez,52,,18.2,-67.14
00682,Mayaguez,52,,18.2,-67.14
00683,San German,52,,18.08,-67.04
00685,San Sebastian,52,,18.33,-66.99
00687,Morovis,52,,18.32,-66.4
00688,Sabana Hoyos,52,,18.38,-66.62
00690,San Antonio,52,,18.49,-67.09
00692,Vega Alta,52,,18.41,-66.32
00693,Vega Baja,52,,18.44,-66.39
00694,Vega Baja,52,,18.44,-66.39
00698,Yauco,52,,18.03,-66.86
00703,Aguas Buenas,52,,18.25,-66.1
00704,Aguirre,52,,17.96,-66.22
00705,Aibonito,52,,18.14,-66.26
00707,Maunabo,52,,18,-65.9
00714,Arroyo,52,,17.97,-66.06
00715,Mercedita,52,,18,-66.56
00716,Ponce,52,,17.98,-66.6
00717,Ponce,52,,17.98,-66.6
00718,Naguabo,52,,18.21,-65.73
00719,Naranjito,52,,18.3,-66.24
00720,Orocovis,52,,18.22,-66.39
00721,Palmer,52,,18.37,-65.77
00723,Patillas,52,Patillas,18,-66.01
00725,Caguas,52,,18.23,-66.03
00726,Caguas,52,,18.23,-66.03
00727,Caguas,52,,18.23,-66.03
00728,Ponce,52,,17.98,-66.6
00729,Canovanas,52,Canóvanas,18.37,-65.9
00730,Ponce,52,,17.98,-66.6
00731,Ponce,52,,17.98,-66.6
00732,Ponce,52,,17.98,-66.6
00733,Ponce,52,,17.98,-66.6
00734,Ponce,52,,17.98,-66.6
00735,Ceiba,52,,18.26,-65.64
00736,Cayey,52,,18.11,-66.16
00737,Cayey,52,,18.11,-66.16
00738,Fajardo,52,,18.33,-65.65
00739,Cidra,52,,18.17,-66.15
00740,Puerto Real,52,,18.33,-65.63
00741,Punta Santiago,52,,18.15,-65.76
00742,Roosevelt Roads,52,,18.27,-65.65
00744,Rio Blanco,52,,18.22,-65.79
00745,Rio Grande,52,,18.38,-65.83
00751,Salinas,52,,17.97,-66.29
00754,San Lorenzo,52,,18.19,-65.96
00757,Santa Isabel,52,Santa Isabel,17.97,-66.4
00765,Vieques,52,,18.42,-65.83
00766,Villalba,52,,18.13,-66.48
00767,Yabucoa,52,,18.04,-65.87
00769,Coamo,52,,18.08,-66.36
00771,Las Piedras,52,,18.18,-65.86
00772,Loiza,52,,18.43,-65.88
00773,Luquillo,52,,18.37,-65.71
00775,Culebra,52,,18.31,-65.3
00777,Juncos,52,,18.22,-65.91
00778,Gurabo,52,,18.25,-65.97
00780,Coto Laurel,52,,18.09,-66.57
00782,Comerio,52,,18.22,-66.22
00783,Corozal,52,,18.34,-66.31
00784,Guayama,52,,17.97,-66.11
00785,Guayama,52,,17.97,-66.11
00786,La Plata,52,Aibonito,18.16,-66.23
00791,Humacao,52,,18.15,-65.81
00792,Humacao,52,,18.15,-65.81
00794,Barranquitas,52,,18.18,-66.3
00795,Juana Diaz,52,,18.05,-66.5
00801,St Thomas,VI,,18.35,-64.93
00802,St Thomas,VI,,18.35,-64.93
00803,St Thomas,VI,,18.35,-64.93
00804,St Thomas,VI,,18.35,-64.93
00805,St Thomas,VI,,18.34,-64.93
00820,Christiansted,VI,,17.74,-64.7
00821,Christiansted,VI,,17.74,-64.7
00822,Christiansted,VI,,17.74,-64.7
00823,Christiansted,VI,,17.74,-64.7
00824,Christiansted,VI,,17.74,-64.7
00830,St John,VI,,18.33,-64.79
00831,St John,VI,,18.33,-64.79
00840,Frederiksted,VI,,17.71,-64.88
00841,Frederiksted,VI,,17.71,-64.88
00850,Kingshill,VI,,17.76,-64.82
00851,Kingshill,VI,,17.73,-64.8
00901,San Juan,52,,18.4,-66.06
00902,San Juan,52,,18.4,-66.06
00906,San Juan,52,,18.4,-66.06
00907,San Juan,52,,18.4,-66.06
00908,San Juan,52,,18.4,-66.06
00909,San Juan,52,,18.44,-66.06
00910,San Juan,52,,18.4,-66.06
00911,San Juan,52,,18.4,-66.06
00912,San Juan,52,,18.4,-66.06
00913,San Juan,52,,18.4,-66.06
00914,San Juan,52,,18.4,-66.06
00915,San Juan,52,,18.4,-66.06
00916,San Juan,52,,18.4,-66.06
00917,San Juan,52,,18.4,-66.06
00918,San Juan,52,,18.4,-66.06
00919,San Juan,52,,18.4,-66.06
00920,San Juan,52,,18.4,-66.06
00921,San Juan,52,,18.4,-66.06
00922,San Juan,52,,18.4,-66.06
00923,San Juan,52,,18.4,-66.06
00924,San Juan,52,,18.4,-66.06
00925,San Juan,52,,18.4,-66.06
00926,San Juan,52,,18.4,-66.06
00927,San Juan,52,,18.4,-66.06
00928,San Juan,52,,18.4,-66.06
00929,San Juan,52,San Juan,18.4,-66.06
00930,San Juan,52,,18.4,-66.06
00931,San Juan,52,San Juan,18.4,-66.06
00933,San Juan,52,San Juan,18.4,-66.06
00934,Fort Buchanan,52,,18.41,-66.11
00935,San Juan,52,San Juan,18.4,-66.06
00936,San Juan,52,,18.4,-66.06
00937,San Juan,52,San Juan,18.4,-66.06
00939,San Juan,52,San Juan,18.4,-66.06
00940,San Juan,52,,18.4,-66.06
00949,Toa Baja,52,,18.44,-66.25
00950,Toa Baja,52,,18.44,-66.25
00951,Toa Baja,52,,18.44,-66.25
00952,Sabana Seca,52,Toa Baja,18.42,-66.19
00953,Toa Alta,52,Toa Alta,18.39,-66.25
00954,Toa Alta,52,Toa Alta,18.39,-66.25
00955,San Juan,52,San Juan,18.4,-66.06
00956,Bayamon,52,Bayamón,18.28,-66.13
00957,Bayamon,52,Bayamón,18.28,-66.13
00958,Bayamon,52,Bayamón,18.28,-66.13
00959,Bayamon,52,Bayamón,18.28,-66.13
00960,Bayamon,52,,18.28,-66.13
00961,Bayamon,52,Bayamón,18.41,-66.15
00962,Catano,52,Cataño,18.43,-66.11
00963,Catano,52,Cataño,18.43,-66.11
00965,Guaynabo,52,Guaynabo,18.38,-66.11
00966,Guaynabo,52,Guaynabo,18.38,-66.11
00968,Guaynabo,52,Guaynabo,18.38,-66.11
00969,Guaynabo,52,Guaynabo,18.38,-66.11
00970,Guaynabo,52,,18.38,-66.11
00971,Guaynabo,52,Guaynabo,18.38,-66.11
00975,San Juan,52,San Juan,18.4,-66.06
00976,Trujillo Alto,52,Trujillo Alto,18.36,-66.01
00977,Trujillo Alto,52,,18.36,-66.01
00978,Saint Just,52,San Juan,18.37,-66.01
00979,Carolina,52,Carolina,18.4,-65.98
00981,Carolina,52,Carolina,18.4,-65.98
00982,Carolina,52,Carolina,18.4,-65.98
00983,Carolina,52,Carolina,18.4,-65.98
00984,Carolina,52,Carolina,18.4,-65.98
00985,Carolina,52,Carolina,18.4,-65.98
00986,Carolina,52,Carolina,18.4,-65.98
00987,Carolina,52,Carolina,18.4,-65.98
00988,Carolina,52,Carolina,18.4,-65.98
01001,Agawam,22,Hampden County,42.06,-72.61
01002,Amherst,22,Hampshire County,42.37,-72.52
01003,Amherst,22,Hampshire County,42.37,-72.52
01004,Amherst,22,Hampshire County,42.37,-72.52
01005,Barre,22,Worcester County,42.42,-72.1
01007,Belchertown,22,Hampshire County,42.27,-72.4
01008,Blandford,22,Hampden County,42.18,-72.93
01009,Bondsville,22,Hampden County,42.2,-72.34
01010,Brimfield,22,Hampden County,42.11,-72.2
01011,Chester,22,Hampden County,42.28,-72.98
01012,Chesterfield,22,Hampshire County,42.4,-72.85
01013,Chicopee,22,Hampden County,42.17,-72.57
01014,Chicopee,22,Hampden County,42.17,-72.57
01020,Chicopee,22,Hampden County,42.17,-72.57
01021,Chicopee,22,Hampden County,42.17,-72.57
01022,Chicopee,22,Hampden County,42.17,-72.57
01026,Cummington,22,Hampshire County,42.46,-72.9
01027,Easthampton,22,Hampshire County,42.26,-72.68
01028,East Longmeadow,22,Hampden County,42.06,-72.51
01029,East Otis,22,Berkshire County,42.17,-73.03
01030,Feeding Hills,22,Hampden County,42.06,-72.67
01031,Gilbertville,22,Worcester County,42.35,-72.21
01032,Goshen,22,Hampshire County,42.43,-72.8
01033,Granby,22,Hampshire County,42.26,-72.52
01034,Granville,22,Hampden County,42.06,-72.86
01035,Hadley,22,Hampshire County,42.35,-72.58
01036,Hampden,22,Hampden County,42.06,-72.41
01037,Hardwick,22,Worcester County,42.35,-72.2
01038,Hatfield,22,Hampshire County,42.37,-72.6
01039,Haydenville,22,Hampshire County,42.39,-72.7
01040,Holyoke,22,Hampden County,42.21,-72.64
01041,Holyoke,22,Hampden County,42.21,-72.64
01050,Huntington,22,Hampshire County,42.23,-72.88
01053,Leeds,22,Hampshire County,42.35,-72.71
01054,Leverett,22,Franklin County,42.45,-72.5
01056,Ludlow,22,Hampden County,42.16,-72.48
01057,Monson,22,Hampden County,42.09,-72.31
01059,North Amherst,22,Hampshire County,42.4,-72.52
01060,Northampton,22,Hampshire County,42.32,-72.67
01061,Northampton,22,Hampshire County,42.32,-72.67
01062,Florence,22,Hampshire County,42.32,-72.67
01063,Northampton,22,Hampshire County,42.32,-72.67
01066,North Hatfield,22,Franklin County,42.4,-72.6
01068,Oakham,22,Worcester County,42.35,-72.05
01069,Palmer,22,Hampden County,42.16,-72.32
01070,Plainfield,22,Hampshire County,42.51,-72.91
01071,Russell,22,Hampden County,42.18,-72.85
01072,Shutesbury,22,Franklin County,42.45,-72.4
01073,Southampton,22,Hampshire County,42.23,-72.73
01074,South Barre,22,Worcester County,42.38,-72.09
01075,South Hadley,22,Hampshire County,42.26,-72.56
01077,Southwick,22,Hampden County,42.05,-72.76
01079,Thorndike,22,Hampden County,42.18,-72.33
01080,Three Rivers,22,Hampden County,42.18,-72.37
01081,Wales,22,Hampden County,42.06,-72.21
01082,Ware,22,Hampshire County,42.25,-72.24
01083,Warren,22,Worcester County,42.21,-72.19
01084,West Chesterfield,22,Hampshire County,42.41,-72.87
01085,Westfield,22,Hampden County,42.13,-72.75
01086,Westfield,22,Hampden County,42.13,-72.75
01088,West Hatfield,22,Hampshire County,42.39,-72.64
01089,West Springfield,22,Hampden County,42.12,-72.65
01090,West Springfield,22,Hampden County,42.12,-72.65
01092,West Warren,22,Worcester County,42.2,-72.2
01093,Whately,22,Franklin County,42.45,-72.61
01094,Wheelwright,22,Worcester County,42.35,-72.14
01095,Wilbraham,22,Hampden County,42.13,-72.43
01096,Williamsburg,22,Hampshire County,42.4,-72.71
01097,Woronoco,22,Hampden County,42.19,-72.82
01098,Worthington,22,Hampshire County,42.41,-72.93
01101,Springfield,22,Hampden County,42.11,-72.53
01102,Springfield,22,Hampden County,42.11,-72.53
01103,Springfield,22,Hampden County,42.11,-72.53
01104,Springfield,22,Hampden County,42.11,-72.53
01105,Springfield,22,Hampden County,42.11,-72.53
01106,Longmeadow,22,Hampden County,42.04,-72.57
01107,Springfield,22,Hampden County,42.11,-72.53
01108,Springfield,22,Hampden County,42.11,-72.53
01109,Springfield,22,Hampden County,42.11,-72.53
01111,Springfield,22,Hampden County,42.11,-72.53
01115,Springfield,22,Hampden County,42.11,-72.53
01116,Longmeadow,22,Hampden County,42.04,-72.57
01118,Springfield,22,Hampden County,42.11,-72.53
01119,Springfield,22,Hampden County,42.11,-72.53
01128,Springfield,22,Hampden County,42.11,-72.53
01129,Springfield,22,Hampden County,42.11,-72.53
01133,Springfield,22,Hampden County,42.1,-72.59
01138,Springfield,22,Hampden County,42.11,-72.53
01139,Springfield,22,Hampden County,42.11,-72.53
01144,Springfield,22,Hampden County,42.11,-72.53
01151,Indian Orchard,22,Hampden County,42.15,-72.51
01152,Springfield,22,Hampden County,42.11,-72.53
01195,Springfield,22,Hampden County,42.1,-72.58
01199,Springfield,22,Hampden County,42.11,-72.53
01201,Pittsfield,22,Berkshire County,42.45,-73.26
01202,Pittsfield,22,Berkshire County,42.45,-73.26
01203,Pittsfield,22,Berkshire County,42.45,-73.26
01220,Adams,22,Berkshire County,42.62,-73.11
01222,Ashley Falls,22,Berkshire County,42.05,-73.33
01223,Becket,22,Berkshire County,42.33,-73.07
01224,Berkshire,22,Berkshire County,42.51,-73.19
01225,Cheshire,22,Berkshire County,42.55,-73.15
01226,Dalton,22,Berkshire County,42.47,-73.16
01227,Dalton,22,Berkshire County,42.47,-73.16
01229,Glendale,22,Berkshire County,42.3,-73.32
01230,Great Barrington,22,Berkshire County,42.19,-73.35
01235,Hinsdale,22,Berkshire County,42.42,-73.07
01236,Housatonic,22,Berkshire County,42.25,-73.36
01237,Lanesboro,22,Berkshire County,42.51,-73.22
01238,Lee,22,Berkshire County,42.3,-73.25
01240,Lenox,22,Berkshire County,42.35,-73.28
01242,Lenox Dale,22,Berkshire County,42.36,-73.27
01243,Middlefield,22,Hampshire County,42.35,-73.01
01244,Mill River,22,Berkshire County,42.12,-73.27
01245,Monterey,22,Berkshire County,42.18,-73.21
01247,North Adams,22,Berkshire County,42.68,-73.11
01252,North Egremont,22,Berkshire County,42.17,-73.44
01253,Otis,22,Berkshire County,42.19,-73.07
01254,Richmond,22,Berkshire County,42.37,-73.36
01255,Sandisfield,22,Berkshire County,42.11,-73.13
01256,Savoy,22,Berkshire County,42.56,-73.02
01257,Sheffield,22,Berkshire County,42.1,-73.34
01258,South Egremont,22,Berkshire County,42.16,-73.41
01259,Southfield,22,Berkshire County,42.07,-73.23
01260,South Lee,22,Berkshire County,42.3,-73.23
01262,Stockbridge,22,Berkshire County,42.3,-73.32
01263,Stockbridge,22,Berkshire County,42.3,-73.32
01264,Tyringham,22,Berkshire County,42.24,-73.19
01266,West Stockbridge,22,Berkshire County,42.31,-73.39
01267,Williamstown,22,Berkshire County,42.7,-73.2
01270,Windsor,22,Berkshire County,42.51,-73.04
01301,Greenfield,22,Franklin County,42.58,-72.59
01302,Greenfield,22,Franklin County,42.58,-72.59
01330,Ashfield,22,Franklin County,42.53,-72.78
01331,Athol,22,Worcester County,42.59,-72.23
01337,Bernardston,22,Franklin County,42.66,-72.55
01338,Buckland,22,Franklin County,42.6,-72.78
01339,Charlemont,22,Franklin County,42.63,-72.88
01340,Colrain,22,Franklin County,42.66,-72.68
01341,Conway,22,Franklin County,42.51,-72.68
01342,Deerfield,22,Franklin County,42.55,-72.6
01343,Drury,22,Berkshire County,42.68,-72.98
01344,Erving,22,Franklin County,42.6,-72.4
01346,Heath,22,Franklin County,42.66,-72.83
01347,Lake Pleasant,22,Franklin County,42.53,-72.54
01349,Millers Falls,22,Franklin County,42.59,-72.55
01350,Monroe Bridge,22,Franklin County,42.72,-72.98
01351,Montague,22,Franklin County,42.53,-72.53
01354,Gill,22,Franklin County,42.7,-72.43
01355,New Salem,22,Franklin County,42.5,-72.33
01360,Northfield,22,Franklin County,42.7,-72.43
01364,Orange,22,Franklin County,42.59,-72.3
01366,Petersham,22,Worcester County,42.48,-72.18
01367,Rowe,22,Franklin County,42.7,-72.9
01368,Royalston,22,Worcester County,42.68,-72.18
01370,Shelburne Falls,22,Franklin County,42.6,-72.74
01373,South Deerfield,22,Franklin County,42.47,-72.59
01375,Sunderland,22,Franklin County,42.46,-72.58
01376,Turners Falls,22,Franklin County,42.59,-72.55
01378,Warwick,22,Franklin County,42.68,-72.33
01379,Wendell,22,Franklin County,42.55,-72.4
01380,Wendell Depot,22,Franklin County,42.58,-72.37
01420,Fitchburg,22,Worcester County,42.58,-71.81
01430,Ashburnham,22,Worcester County,42.63,-71.9
01431,Ashby,22,Middlesex County,42.68,-71.81
01432,Ayer,22,Middlesex County,42.56,-71.58
01434,Devens,22,Worcester County,42.53,-71.61
01436,Baldwinville,22,Worcester County,42.6,-72.07
01438,East Templeton,22,Worcester County,42.53,-72.05
01440,Gardner,22,Worcester County,42.58,-71.98
01441,Westminster,22,Worcester County,42.58,-71.98
01450,Groton,22,Middlesex County,42.6,-71.57
01451,Harvard,22,Worcester County,42.5,-71.58
01452,Hubbardston,22,Worcester County,42.48,-72.01
01453,Leominster,22,Worcester County,42.51,-71.77
01460,Littleton,22,Middlesex County,42.53,-71.47
01462,Lunenburg,22,Worcester County,42.59,-71.72
01463,Pepperell,22,Middlesex County,42.66,-71.58
01464,Shirley,22,Middlesex County,42.54,-71.65
01467,Still River,22,Worcester County,42.49,-71.61
01468,Templeton,22,Worcester County,42.55,-72.06
01469,Townsend,22,Middlesex County,42.66,-71.7
01470,Groton,22,Middlesex County,42.6,-71.57
01471,Groton,22,Middlesex County,42.6,-71.57
01472,West Groton,22,Middlesex County,42.61,-71.62
01473,Westminster,22,Worcester County,42.55,-71.9
01474,West Townsend,22,Middlesex County,42.66,-71.74
01475,Winchendon,22,Worcester County,42.68,-72.04
01477,Winchendon Springs,22,Worcester County,42.69,-72.01
01501,Auburn,22,Worcester County,42.2,-71.83
01503,Berlin,22,Worcester County,42.38,-71.63
01504,Blackstone,22,Worcester County,42.01,-71.5
01505,Boylston,22,Worcester County,42.35,-71.73
01506,Brookfield,22,Worcester County,42.21,-72.1
01507,Charlton,22,Worcester County,42.13,-71.96
01508,Charlton City,22,Worcester County,42.13,-71.96
01509,Charlton Depot,22,Worcester County,42.13,-71.96
01510,Clinton,22,Worcester County,42.41,-71.68
01515,East Brookfield,22,Worcester County,42.22,-72.04
01516,Douglas,22,Worcester County,42.05,-71.73
01517,East Princeton,22,Worcester County,42.46,-71.89
01518,Fiskdale,22,Worcester County,42.12,-72.11
01519,Grafton,22,Worcester County,42.2,-71.68
01520,Holden,22,Worcester County,42.35,-71.85
01521,Holland,22,Hampden County,42.05,-72.15
01522,Jefferson,22,Worcester County,42.38,-71.87
01523,Lancaster,22,Worcester County,42.45,-71.66
01524,Leicester,22,Worcester County,42.25,-71.9
01525,Linwood,22,Worcester County,42.05,-71.64
01526,Manchaug,22,Worcester County,42.12,-71.76
01527,Millbury,22,Worcester County,42.19,-71.76
01529,Millville,22,Worcester County,42.03,-71.58
01531,New Braintree,22,Worcester County,42.31,-72.13
01532,Northborough,22,Worcester County,42.31,-71.64
01534,Northbridge,22,Worcester County,42.15,-71.65
01535,North Brookfield,22,Worcester County,42.27,-72.08
01536,North Grafton,22,Worcester County,42.23,-71.69
01537,North Oxford,22,Worcester County,42.16,-71.88
01538,North Uxbridge,22,Worcester County,42.05,-71.64
01540,Oxford,22,Worcester County,42.11,-71.87
01541,Princeton,22,Worcester County,42.45,-71.86
01542,Rochdale,22,Worcester County,42.2,-71.9
01543,Rutland,22,Worcester County,42.36,-71.95
01545,Shrewsbury,22,Worcester County,42.3,-71.71
01546,Shrewsbury,22,Worcester County,42.3,-71.71
01550,Southbridge,22,Worcester County,42.08,-72.03
01560,South Grafton,22,Worcester County,42.17,-71.68
01561,South Lancaster,22,Worcester County,42.43,-71.69
01562,Spencer,22,Worcester County,42.24,-71.99
01564,Sterling,22,Worcester County,42.43,-71.75
01566,Sturbridge,22,Worcester County,42.09,-72.06
01568,Upton,22,Worcester County,42.17,-71.61
01569,Uxbridge,22,Worcester County,42.08,-71.6
01570,Webster,22,Worcester County,42.04,-71.87
01571,Dudley,22,Worcester County,42.05,-71.93
01580,Westborough,22,Worcester County,42.26,-71.61
01581,Westborough,22,Worcester County,42.26,-71.61
01582,Westborough,22,Worcester County,42.26,-71.61
01583,West Boylston,22,Worcester County,42.36,-71.78
01585,West Brookfield,22,Worcester County,42.23,-72.14
01586,West Millbury,22,Worcester County,42.19,-71.76
01588,Whitinsville,22,Worcester County,42.11,-71.67
01590,Sutton,22,Worcester County,42.15,-71.76
01601,Worcester,22,Worcester County,42.26,-71.8
01602,Worcester,22,Worcester County,42.26,-71.8
01603,Worcester,22,Worcester County,42.26,-71.8
01604,Worcester,22,Worcester County,42.26,-71.8
01605,Worcester,22,Worcester County,42.26,-71.8
01606,Worcester,22,Worcester County,42.26,-71.8
01607,Worcester,22,Worcester County,42.26,-71.8
01608,Worcester,22,Worcester County,42.26,-71.8
01609,Worcester,22,Worcester County,42.26,-71.8
01610,Worcester,22,Worcester County,42.26,-71.8
01611,Cherry Valley,22,Worcester County,42.23,-71.87
01612,Paxton,22,Worcester County,42.31,-71.93
01613,Worcester,22,Worcester County,42.26,-71.8
01614,Worcester,22,Worcester County,42.26,-71.8
01615,Worcester,22,Worcester County,42.26,-71.8
01653,Worcester,22,Worcester County,42.26,-71.8
01654,Worcester,22,Worcester County,42.26,-71.8
01655,Worcester,22,Worcester County,42.26,-71.8
01701,Framingham,22,Middlesex County,42.3,-71.43
01702,Framingham,22,Middlesex County,42.3,-71.43
01703,Framingham,22,Middlesex County,42.3,-71.43
01704,Framingham,22,Middlesex County,42.3,-71.43
01705,Framingham,22,Middlesex County,42.3,-71.43
01718,Village Of Nagog Woods,22,Middlesex County,42.51,-71.41
01719,Boxborough,22,Middlesex County,42.5,-71.5
01720,Acton,22,Middlesex County,42.48,-71.46
01721,Ashland,22,Middlesex County,42.25,-71.46
01730,Bedford,22,Middlesex County,42.48,-71.26
01731,Hanscom Afb,22,Middlesex County,42.46,-71.28
01740,Bolton,22,Worcester County,42.43,-71.6
01741,Carlisle,22,Middlesex County,42.53,-71.35
01742,Concord,22,Middlesex County,42.45,-71.35
01745,Fayville,22,Worcester County,42.29,-71.5
01746,Holliston,22,Middlesex County,42.2,-71.43
01747,Hopedale,22,Worcester County,42.12,-71.54
01748,Hopkinton,22,Middlesex County,42.22,-71.52
01749,Hudson,22,Middlesex County,42.39,-71.56
01752,Marlborough,22,Middlesex County,42.34,-71.54
01754,Maynard,22,Middlesex County,42.42,-71.45
01756,Mendon,22,Worcester County,42.1,-71.55
01757,Milford,22,Worcester County,42.14,-71.51
01760,Natick,22,Middlesex County,42.28,-71.35
01770,Sherborn,22,Middlesex County,42.23,-71.36
01772,Southborough,22,Worcester County,42.3,-71.51
01773,Lincoln,22,Middlesex County,42.41,-71.3
01775,Stow,22,Middlesex County,42.43,-71.5
01776,Sudbury,22,Middlesex County,42.36,-71.4
01778,Wayland,22,Middlesex County,42.36,-71.36
01784,Woodville,22,Middlesex County,42.23,-71.55
01801,Woburn,22,Middlesex County,42.48,-71.15
01803,Burlington,22,Middlesex County,42.5,-71.2
01805,Burlington,22,Middlesex County,42.5,-71.2
01806,Woburn,22,Middlesex County,42.47,-71.15
01807,Woburn,22,Middlesex County,42.48,-71.15
01808,Woburn,22,Middlesex County,42.5,-71.12
01810,Andover,22,Essex County,42.65,-71.14
01812,Andover,22,Essex County,42.65,-71.14
01813,Woburn,22,Middlesex County,42.48,-71.15
01815,Woburn,22,Middlesex County,42.48,-71.15
01821,Billerica,22,Middlesex County,42.55,-71.26
01822,Billerica,22,Middlesex County,42.55,-71.26
01824,Chelmsford,22,Middlesex County,42.59,-71.36
01826,Dracut,22,Middlesex County,42.66,-71.3
01827,Dunstable,22,Middlesex County,42.66,-71.48
01830,Haverhill,22,Essex County,42.78,-71.08
01831,Haverhill,22,Essex County,42.78,-71.08
01832,Haverhill,22,Essex County,42.78,-71.08
01833,Georgetown,22,Essex County,42.73,-70.98
01834,Groveland,22,Essex County,42.75,-71.03
01835,Haverhill,22,Essex County,42.78,-71.08
01840,Lawrence,22,Essex County,42.7,-71.16
01841,Lawrence,22,Essex County,42.7,-71.16
01842,Lawrence,22,Essex County,42.7,-71.16
01843,Lawrence,22,Essex County,42.7,-71.16
01844,Methuen,22,Essex County,42.71,-71.18
01845,North Andover,22,Essex County,42.7,-71.11
01850,Lowell,22,Middlesex County,42.63,-71.32
01851,Lowell,22,Middlesex County,42.63,-71.32
01852,Lowell,22,Middlesex County,42.63,-71.32
01853,Lowell,22,Middlesex County,42.63,-71.32
01854,Lowell,22,Middlesex County,42.63,-71.32
01860,Merrimac,22,Essex County,42.83,-71
01862,North Billerica,22,Middlesex County,42.57,-71.29
01863,North Chelmsford,22,Middlesex County,42.63,-71.39
01864,North Reading,22,Middlesex County,42.56,-71.06
01865,Nutting Lake,22,Middlesex County,42.54,-71.25
01866,Pinehurst,22,Middlesex County,42.53,-71.23
01867,Reading,22,Middlesex County,42.53,-71.1
01876,Tewksbury,22,Middlesex County,42.61,-71.23
01879,Tyngsboro,22,Middlesex County,42.68,-71.41
01880,Wakefield,22,Middlesex County,42.5,-71.06
01885,West Boxford,22,Essex County,42.67,-71.03
01886,Westford,22,Middlesex County,42.58,-71.43
01887,Wilmington,22,Middlesex County,42.55,-71.16
01888,Woburn,22,Middlesex County,42.48,-71.15
01889,North Reading,22,Middlesex County,42.56,-71.06
01890,Winchester,22,Middlesex County,42.45,-71.14
01899,Andover,22,Essex County,42.65,-71.14
01901,Lynn,22,Essex County,42.47,-70.96
01902,Lynn,22,Essex County,42.47,-70.96
01903,Lynn,22,Essex County,42.47,-70.96
01904,Lynn,22,Essex County,42.47,-70.96
01905,Lynn,22,Essex County,42.47,-70.96
01906,Saugus,22,Essex County,42.46,-71.01
01907,Swampscott,22,Essex County,42.46,-70.89
01908,Nahant,22,Essex County,42.42,-70.92
01910,Lynn,22,Essex County,42.47,-70.96
01913,Amesbury,22,Essex County,42.85,-70.92
01915,Beverly,22,Essex County,42.55,-70.84
01921,Boxford,22,Essex County,42.67,-70.98
01922,Byfield,22,Essex County,42.75,-70.93
01923,Danvers,22,Essex County,42.57,-70.95
01929,Essex,22,Essex County,42.63,-70.77
01930,Gloucester,22,Essex County,42.62,-70.66
01931,Gloucester,22,Essex County,42.62,-70.66
01936,Hamilton,22,Essex County,42.61,-70.86
01937,Hathorne,22,Essex County,42.57,-70.95
01938,Ipswich,22,Essex County,42.67,-70.83
01940,Lynnfield,22,Essex County,42.53,-71.04
01944,Manchester,22,Essex County,42.56,-70.76
01945,Marblehead,22,Essex County,42.5,-70.85
01949,Middleton,22,Essex County,42.6,-71.01
01950,Newburyport,22,Essex County,42.81,-70.88
01951,Newbury,22,Essex County,42.8,-71
01952,Salisbury,22,Essex County,42.83,-70.84
01960,Peabody,22,Essex County,42.53,-70.97
01961,Peabody,22,Essex County,42.53,-70.97
01965,Prides Crossing,22,Essex County,42.56,-70.86
01966,Rockport,22,Essex County,42.64,-70.61
01969,Rowley,22,Essex County,42.71,-70.87
01970,Salem,22,Essex County,42.51,-70.9
01971,Salem,22,Essex County,42.51,-70.89
01982,South Hamilton,22,Essex County,42.62,-70.86
01983,Topsfield,22,Essex County,42.63,-70.95
